category	over_represented_pvalue	under_represented_pvalue	numDEInCat	numInCat	term	ontology	p_adjust_over_represented	p_adjust_under_represented
GO:0098928	0.100045123141207	0.997367931585061	1	2	presynaptic signal transduction	BP	1	1
GO:0099526	0.100045123141207	0.997367931585061	1	2	presynapse to nucleus signaling pathway	BP	1	1
GO:0036309	0.100045123154599	0.997367931584337	1	2	protein localization to M-band	BP	1	1
GO:0007175	0.100276221279181	0.984697411844122	2	14	negative regulation of epidermal growth factor-activated receptor activity	BP	1	1
GO:0055013	0.100474080187825	0.959284038675102	6	83	cardiac muscle cell development	BP	1	1
GO:0090385	0.100786257052566	0.984458434691674	2	15	phagosome-lysosome fusion	BP	1	1
GO:0001825	0.100819180132599	0.968525528224255	4	46	blastocyst formation	BP	1	1
GO:0051851	0.100905361020877	0.959048854165477	6	84	modulation by host of symbiont process	BP	1	1
GO:0045658	0.101249974131749	0.996424454588304	1	3	regulation of neutrophil differentiation	BP	1	1
GO:0045936	0.101437133302133	0.933874045129249	22	440	negative regulation of phosphate metabolic process	BP	1	1
GO:0008076	0.101816116562867	0.958657327067734	6	79	voltage-gated potassium channel complex	CC	1	1
GO:0009056	0.101831855059882	0.915993717860717	111	2582	catabolic process	BP	1	1
GO:1902990	0.102057694635819	0.996365768376371	1	3	mitotic telomere maintenance via semi-conservative replication	BP	1	1
GO:0043401	0.102122503090806	0.949621078168237	9	136	steroid hormone mediated signaling pathway	BP	1	1
GO:0031124	0.102216199683507	0.962736577898906	5	59	mRNA 3'-end processing	BP	1	1
GO:0009163	0.10261328924297	0.984010675883868	2	15	nucleoside biosynthetic process	BP	1	1
GO:0034404	0.10261328924297	0.984010675883868	2	15	nucleobase-containing small molecule biosynthetic process	BP	1	1
GO:0031983	0.103052540416645	0.937866583320906	16	327	vesicle lumen	CC	1	1
GO:0060026	0.103098589849977	0.983695292018729	2	17	convergent extension	BP	1	1
GO:0097744	0.103318544638641	0.996273156832911	1	3	renal urate salt excretion	BP	1	1
GO:1902043	0.10334977834146	0.983948973217903	2	14	positive regulation of extrinsic apoptotic signaling pathway via death domain receptors	BP	1	1
GO:0055072	0.103362113863073	0.957756624606621	6	86	iron ion homeostasis	BP	1	1
GO:0034518	0.103525956661995	0.984045627822051	2	13	RNA cap binding complex	CC	1	1
GO:0019209	0.103644069627573	0.951208145189819	8	120	kinase activator activity	MF	1	1
GO:0010563	0.10370653646813	0.932212896973744	22	441	negative regulation of phosphorus metabolic process	BP	1	1
GO:0060927	0.103900252756978	0.996230016879071	1	3	cardiac pacemaker cell fate commitment	BP	1	1
GO:1902109	0.103971934833909	0.99576566831648	1	4	negative regulation of mitochondrial membrane permeability involved in apoptotic process	BP	1	1
GO:0007176	0.104012312575559	0.974172326450366	3	30	regulation of epidermal growth factor-activated receptor activity	BP	1	1
GO:0002282	0.104104064800987	0.995479881176184	1	5	microglial cell activation involved in immune response	BP	1	1
GO:0019706	0.10412548886412	0.97437308964717	3	26	protein-cysteine S-palmitoyltransferase activity	MF	1	1
GO:0019707	0.10412548886412	0.97437308964717	3	26	protein-cysteine S-acyltransferase activity	MF	1	1
GO:0034248	0.104135690191841	0.929914370093088	25	548	regulation of cellular amide metabolic process	BP	1	1
GO:0005774	0.104168451457292	0.930582823858924	24	459	vacuolar membrane	CC	1	1
GO:0061744	0.104217951429525	0.983613345182403	2	15	motor behavior	BP	1	1
GO:0032139	0.104265729014161	0.996202779479538	1	3	dinucleotide insertion or deletion binding	MF	1	1
GO:0004992	0.104303380641132	0.996199967612011	1	3	platelet activating factor receptor activity	MF	1	1
GO:0009996	0.104341094089047	0.995458808985371	1	5	negative regulation of cell fate specification	BP	1	1
GO:0070863	0.104702796450432	0.983615103212488	2	14	positive regulation of protein exit from endoplasmic reticulum	BP	1	1
GO:0018479	0.10481162430908	0.996161904380623	1	3	benzaldehyde dehydrogenase (NAD+) activity	MF	1	1
GO:0071672	0.104815764885371	0.995695020284949	1	4	negative regulation of smooth muscle cell chemotaxis	BP	1	1
GO:0021678	0.105103373418829	0.995670800895104	1	4	third ventricle development	BP	1	1
GO:0044248	0.105110815579759	0.914390909539593	94	2137	cellular catabolic process	BP	1	1
GO:0014738	0.105215969289385	0.996131479923076	1	3	regulation of muscle hyperplasia	BP	1	1
GO:0046394	0.105582014997912	0.936124825182069	16	324	carboxylic acid biosynthetic process	BP	1	1
GO:0002116	0.105640187442238	0.983898625129227	2	11	semaphorin receptor complex	CC	1	1
GO:0016236	0.106098163604858	0.933838944883894	18	316	macroautophagy	BP	1	1
GO:1904029	0.106147806751442	0.952612227881729	7	117	regulation of cyclin-dependent protein kinase activity	BP	1	1
GO:0045727	0.10617864539841	0.947153550623419	9	142	positive regulation of translation	BP	1	1
GO:0019770	0.106381478098765	0.996043075903924	1	3	IgG receptor activity	MF	1	1
GO:0070063	0.106491020868169	0.960725548191206	5	58	RNA polymerase binding	MF	1	1
GO:1905550	0.106507788032963	0.996033432200625	1	3	regulation of protein localization to endoplasmic reticulum	BP	1	1
GO:0043457	0.10669273576758	0.965938244879023	4	49	regulation of cellular respiration	BP	1	1
GO:0034059	0.106843020434679	0.996007777507048	1	3	response to anoxia	BP	1	1
GO:0001891	0.10686053471556	0.973271882108517	3	28	phagocytic cup	CC	1	1
GO:0007289	0.106902007686938	0.982648312368431	2	18	spermatid nucleus differentiation	BP	1	1
GO:0051056	0.106908306652013	0.932422658252231	19	307	regulation of small GTPase mediated signal transduction	BP	1	1
GO:1903715	0.10701424550293	0.973049474580171	3	31	regulation of aerobic respiration	BP	1	1
GO:0050830	0.107027695843184	0.959704104789001	5	118	defense response to Gram-positive bacterium	BP	1	1
GO:0008157	0.10721243099188	0.97303021072028	3	30	protein phosphatase 1 binding	MF	1	1
GO:1901136	0.10722887648282	0.944182599818041	10	177	carbohydrate derivative catabolic process	BP	1	1
GO:0015929	0.107260057039338	0.982849698054845	2	15	hexosaminidase activity	MF	1	1
GO:0001823	0.107371390868051	0.952088959291262	7	102	mesonephros development	BP	1	1
GO:1905214	0.107384694881113	0.983093302432089	2	13	regulation of RNA binding	BP	1	1
GO:0099029	0.107427416779861	0.99596284674635	1	3	anchored component of presynaptic active zone membrane	CC	1	1
GO:0007178	0.107548519478575	0.930955944691732	20	389	transmembrane receptor protein serine/threonine kinase signaling pathway	BP	1	1
GO:0098772	0.107567509363964	0.913698068727667	79	1980	molecular function regulator activity	MF	1	1
GO:0000054	0.107880100245449	0.982692389004572	2	15	ribosomal subunit export from nucleus	BP	1	1
GO:0033750	0.107880100245449	0.982692389004572	2	15	ribosome localization	BP	1	1
GO:0006869	0.108259583541486	0.929596262927028	21	434	lipid transport	BP	1	1
GO:0032411	0.108474216555255	0.948362569307329	8	126	positive regulation of transporter activity	BP	1	1
GO:0070273	0.108484915517148	0.972689233122092	3	28	phosphatidylinositol-4-phosphate binding	MF	1	1
GO:0005775	0.108825112634129	0.943195946038503	10	176	vacuolar lumen	CC	1	1
GO:0016053	0.108865409840528	0.933840212552568	16	326	organic acid biosynthetic process	BP	1	1
GO:0005575	0.10904281157006	0.929774111501947	669	19603	cellular_component	CC	1	1
GO:0051016	0.109216788164839	0.972563216717229	3	26	barbed-end actin filament capping	BP	1	1
GO:0061157	0.109380706685644	0.950961953861091	7	103	mRNA destabilization	BP	1	1
GO:0070698	0.109402339731934	0.995300286911492	1	4	type I activin receptor binding	MF	1	1
GO:0032590	0.109451851399982	0.96502817136076	4	41	dendrite membrane	CC	1	1
GO:0046452	0.109522233908154	0.995799612967073	1	3	dihydrofolate metabolic process	BP	1	1
GO:0045334	0.109859680325031	0.954326580514842	6	89	clathrin-coated endocytic vesicle	CC	1	1
GO:0042819	0.110045284296962	0.995758323808188	1	3	vitamin B6 biosynthetic process	BP	1	1
GO:0034314	0.110248560369476	0.964527444556771	4	45	Arp2/3 complex-mediated actin nucleation	BP	1	1
GO:1900087	0.110792806098678	0.964001153539647	4	55	positive regulation of G1/S transition of mitotic cell cycle	BP	1	1
GO:2001028	0.110905063545323	0.981916905656631	2	15	positive regulation of endothelial cell chemotaxis	BP	1	1
GO:0000048	0.110916207582964	0.995689101639088	1	3	peptidyltransferase activity	MF	1	1
GO:0002951	0.110916207582964	0.995689101639088	1	3	leukotriene-C(4) hydrolase	MF	1	1
GO:0070131	0.11094628193776	0.981789965703781	2	16	positive regulation of mitochondrial translation	BP	1	1
GO:0097190	0.111193307723279	0.922906953370075	28	600	apoptotic signaling pathway	BP	1	1
GO:0005583	0.111531387732828	0.982230061637309	2	12	fibrillar collagen trimer	CC	1	1
GO:0098643	0.111531387732828	0.982230061637309	2	12	banded collagen fibril	CC	1	1
GO:0004774	0.111554940925744	0.995637958798831	1	3	succinate-CoA ligase activity	MF	1	1
GO:0042709	0.111554940925744	0.995637958798831	1	3	succinate-CoA ligase complex	CC	1	1
GO:0140535	0.111890791575062	0.916569196145866	43	892	intracellular protein-containing complex	CC	1	1
GO:0042296	0.111892499123365	0.995078356077665	1	4	ISG15 transferase activity	MF	1	1
GO:0003198	0.111929254338655	0.981430074659593	2	17	epithelial to mesenchymal transition involved in endocardial cushion formation	BP	1	1
GO:0032233	0.112262167514132	0.957829472986021	5	62	positive regulation of actin filament bundle assembly	BP	1	1
GO:0032272	0.112405201229386	0.953072945591103	6	83	negative regulation of protein polymerization	BP	1	1
GO:0110156	0.112421762996802	0.981523084976114	2	15	methylguanosine-cap decapping	BP	1	1
GO:0072665	0.112427408254276	0.953167013934183	6	77	protein localization to vacuole	BP	1	1
GO:0001828	0.112532667714626	0.995559056910989	1	3	inner cell mass cellular morphogenesis	BP	1	1
GO:0043256	0.112569791124241	0.98196651223005	2	12	laminin complex	CC	1	1
GO:0010613	0.112597842137462	0.970787138967512	3	36	positive regulation of cardiac muscle hypertrophy	BP	1	1
GO:0001827	0.112732376673224	0.995542848781019	1	3	inner cell mass cell fate commitment	BP	1	1
GO:0090427	0.112876664488366	0.994665717916922	1	5	activation of meiosis	BP	1	1
GO:2000785	0.112958133040738	0.963344440329478	4	45	regulation of autophagosome assembly	BP	1	1
GO:0051959	0.113045253653257	0.971345581050729	3	24	dynein light intermediate chain binding	MF	1	1
GO:0070110	0.113480820432582	0.995481828852578	1	3	ciliary neurotrophic factor receptor complex	CC	1	1
GO:0042661	0.113680879304556	0.994587541156954	1	5	regulation of mesodermal cell fate specification	BP	1	1
GO:1901618	0.11371991823361	0.962815928479915	4	51	organic hydroxy compound transmembrane transporter activity	MF	1	1
GO:0016641	0.113786832971867	0.981045022529829	2	16	oxidoreductase activity, acting on the CH-NH2 group of donors, oxygen as acceptor	MF	1	1
GO:1903276	0.113851756424666	0.994899954962447	1	4	regulation of sodium ion export across plasma membrane	BP	1	1
GO:1903278	0.113851756424666	0.994899954962447	1	4	positive regulation of sodium ion export across plasma membrane	BP	1	1
GO:0043686	0.114119308898544	0.995429427333144	1	3	co-translational protein modification	BP	1	1
GO:0044331	0.114188996097002	0.970611098433864	3	28	cell-cell adhesion mediated by cadherin	BP	1	1
GO:0046850	0.114283481568287	0.962657872239183	4	48	regulation of bone remodeling	BP	1	1
GO:0046136	0.114294904875326	0.994859140448202	1	4	positive regulation of vitamin metabolic process	BP	1	1
GO:0014742	0.114415294174665	0.970071276702448	3	37	positive regulation of muscle hypertrophy	BP	1	1
GO:0017077	0.114579160415721	0.994499514161999	1	5	oxidative phosphorylation uncoupler activity	MF	1	1
GO:0022851	0.114700465742249	0.981228947809036	2	13	GABA-gated chloride ion channel activity	MF	1	1
GO:1905340	0.114734760988134	0.994818459871666	1	4	regulation of protein localization to kinetochore	BP	1	1
GO:1905342	0.114734760988134	0.994818459871666	1	4	positive regulation of protein localization to kinetochore	BP	1	1
GO:2000435	0.114825750579651	0.994810023536261	1	4	negative regulation of protein neddylation	BP	1	1
GO:0045869	0.114833896851452	0.980767477002643	2	16	negative regulation of single stranded viral RNA replication via double stranded DNA intermediate	BP	1	1
GO:2000286	0.114863675624188	0.99536793346801	1	3	receptor internalization involved in canonical Wnt signaling pathway	BP	1	1
GO:1900153	0.114867225134074	0.980881110193672	2	15	positive regulation of nuclear-transcribed mRNA catabolic process, deadenylation-dependent decay	BP	1	1
GO:1990498	0.1149247141355	0.981006850164173	2	14	mitotic spindle microtubule	CC	1	1
GO:0048866	0.115120551675019	0.994222503707629	1	6	stem cell fate specification	BP	1	1
GO:0008187	0.115388082450059	0.970167937404196	3	28	poly-pyrimidine tract binding	MF	1	1
GO:1900158	0.115391845875196	0.994757374255282	1	4	negative regulation of bone mineralization involved in bone maturation	BP	1	1
GO:0150064	0.115794662960668	0.995290411400653	1	3	vertebrate eye-specific patterning	BP	1	1
GO:0016322	0.115995394435146	0.980724955246939	2	14	neuron remodeling	BP	1	1
GO:0060998	0.116047790414583	0.95610593977216	5	57	regulation of dendritic spine development	BP	1	1
GO:0060212	0.11608139170484	0.995266398963116	1	3	negative regulation of nuclear-transcribed mRNA poly(A) tail shortening	BP	1	1
GO:0001578	0.116097654688741	0.943911894005254	8	124	microtubule bundle formation	BP	1	1
GO:0032801	0.116127985751552	0.969826781043993	3	29	receptor catabolic process	BP	1	1
GO:0005017	0.116445149333124	0.995235842787416	1	3	platelet-derived growth factor receptor activity	MF	1	1
GO:0046500	0.116542997248838	0.980436225481758	2	15	S-adenosylmethionine metabolic process	BP	1	1
GO:0030659	0.116582599490368	0.909594334440918	56	1190	cytoplasmic vesicle membrane	CC	1	1
GO:2001238	0.116589250794076	0.961571792343569	4	50	positive regulation of extrinsic apoptotic signaling pathway	BP	1	1
GO:0016616	0.116702558487463	0.946605104882117	7	127	oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor	MF	1	1
GO:0008104	0.116849228145826	0.902976424806492	110	2467	protein localization	BP	1	1
GO:0045239	0.116881492591773	0.980220146988372	2	16	tricarboxylic acid cycle enzyme complex	CC	1	1
GO:0015252	0.116949508999976	0.97963612504056	2	23	proton channel activity	MF	1	1
GO:0097066	0.116971685247647	0.96951208667486	3	29	response to thyroid hormone	BP	1	1
GO:0051790	0.117018812828873	0.995187443029967	1	3	short-chain fatty acid biosynthetic process	BP	1	1
GO:0005778	0.117086959918496	0.955380095246523	5	65	peroxisomal membrane	CC	1	1
GO:0031903	0.117086959918496	0.955380095246523	5	65	microbody membrane	CC	1	1
GO:0070700	0.117099476390803	0.980287600662737	2	15	BMP receptor binding	MF	1	1
GO:0086065	0.117243104315852	0.955401689356944	5	61	cell communication involved in cardiac conduction	BP	1	1
GO:0000444	0.117277568706674	0.994579974352072	1	4	MIS12/MIND type complex	CC	1	1
GO:0006302	0.117394740449367	0.926833963654613	17	300	double-strand break repair	BP	1	1
GO:0045921	0.117459374998761	0.950331221642869	6	86	positive regulation of exocytosis	BP	1	1
GO:0051764	0.11782733908353	0.980238839708949	2	14	actin crosslink formation	BP	1	1
GO:0008180	0.117885278544677	0.979949626742682	2	16	COP9 signalosome	CC	1	1
GO:0005335	0.117926011292404	0.995110375003659	1	3	serotonin:sodium symporter activity	MF	1	1
GO:0034462	0.117974841163435	0.995106208460934	1	3	small-subunit processome assembly	BP	1	1
GO:0002281	0.11806018236754	0.979602868917322	2	19	macrophage activation involved in immune response	BP	1	1
GO:0044273	0.118283881969444	0.968537043017369	3	39	sulfur compound catabolic process	BP	1	1
GO:0046849	0.118369259442636	0.949795948740899	6	89	bone remodeling	BP	1	1
GO:0044380	0.118493417432944	0.954865243431079	5	58	protein localization to cytoskeleton	BP	1	1
GO:1904356	0.118610254767842	0.95469588351983	5	62	regulation of telomere maintenance via telomere lengthening	BP	1	1
GO:0051290	0.118621502830124	0.97987883456237	2	15	protein heterotetramerization	BP	1	1
GO:0010800	0.118686067516059	0.968869336417096	3	29	positive regulation of peptidyl-threonine phosphorylation	BP	1	1
GO:0031647	0.118700668030617	0.925835933092666	17	323	regulation of protein stability	BP	1	1
GO:0006974	0.11878575900976	0.911279355415114	42	870	cellular response to DNA damage stimulus	BP	1	1
GO:0008017	0.118819508900576	0.927029582040565	16	270	microtubule binding	MF	1	1
GO:0030981	0.119032390850067	0.995015509402562	1	3	cortical microtubule cytoskeleton	CC	1	1
GO:0004459	0.119109165851224	0.99404420999992	1	5	L-lactate dehydrogenase activity	MF	1	1
GO:0004566	0.119147615789512	0.995005574075878	1	3	beta-glucuronidase activity	MF	1	1
GO:0008453	0.119592250387234	0.994967137077857	1	3	alanine-glyoxylate transaminase activity	MF	1	1
GO:0048269	0.119663386276144	0.994960973173674	1	3	methionine adenosyltransferase complex	CC	1	1
GO:0071559	0.119725866825532	0.927581604956991	15	277	response to transforming growth factor beta	BP	1	1
GO:0031687	0.119846681218733	0.994945072317484	1	3	A2A adenosine receptor binding	MF	1	1
GO:0098842	0.119989057734718	0.994932702838826	1	3	postsynaptic early endosome	CC	1	1
GO:0051835	0.120492951457364	0.994888796653973	1	3	positive regulation of synapse structural plasticity	BP	1	1
GO:0006046	0.120548687423597	0.994883927846188	1	3	N-acetylglucosamine catabolic process	BP	1	1
GO:0045027	0.120956596790272	0.994848220240638	1	3	DNA end binding	MF	1	1
